,author,time,message
65,GA Pilot 18,2021-03-26 09:37:00,"No all airspace users donâ€™t have to be conspicuous. If commercial drone operators want that, they should be developing a free of charge conspicuous device that everyone can use"
64,Air Traffic Control 1,2021-03-26 09:37:00,"Standards, and interoperability are very good points"
63,DGA Pilot 7,2021-03-26 09:37:00,"What do you mean by ""high integrity avionics"", Jim? Redundancy alone won't meet every case - it's the architecture that's key. What hardware and software integrity levels do you think are required?"
62,GA Pilot 27,2021-03-26 09:37:00,Are all those autopilots built by the same company with the same firmware and the same hardware with the same software
61,R and D 1,2021-03-26 09:37:00,"Agree - ""All airspace users have to be conspicuous"""
66,Unknown,2021-03-26 09:37:00,"While we all, I'm sure, understand and sympathise with need for improved NHS logistics why do drone operators need to carry out trials for each individual NHS Trust? This entails multiple cost, multiple TDAs and multiple responses to ACPs. Much, much better surely to carry out 1 trial for NHS nationally with various organisations - inc suppliers of drones - sharing all data? Moreover, there is already adequate DA airspace available right across the UK - MoD DAs - why can drone suppliers not try to use some of that airspace?"
30,JS,2021-03-26 09:37:02,"Okay. Next slide, please. 

So, I'll hand back to  at this point, because this is the point of which would want to start debate and questions and start to get your views on a whole bunch of issues."
72,Microlight Pilot 7,2021-03-26 09:38:00,": [Air Traffic Control 1] [R and D 2] - how do you get all airspace users to do that...get all model flyers, parascenders, hobby drone-ists to buy a Â£500 device? Sorry cant agree."
67,Micropilot 1,2021-03-26 09:38:00,How is Class L being coordinated with EASA U Airspace. Is it the same or is it different?
68,Other 1,2021-03-26 09:38:00,There are existing trials areas in West Wales
69,Air Traffic Control 1,2021-03-26 09:38:00,High software assurance levels are also needed
70,GA Pilot 1,2021-03-26 09:38:00,"This is a welcome development Jim. I am willing to get involved up here in Scotland. I have access to 2 ac and adsb out, Skyecho, Mode S, Pilotwaware."
71,Drone Industry Interest 4,2021-03-26 09:38:00,"But it is also the case birds, hobby drones - are also risks to any operator so saying only UAS need to do that for instance isn't correct"
73,GA Pilot 30,2021-03-26 09:38:00,"who / how is the pilot / route programmer ""assured"" / made responsible ?"
31,Facilitator,2021-03-26 09:38:50," Thanks very much, Jim. So thank you to everybody who has been putting questions into the chats there is a great wealth of stuff coming through that already, which we will do our very best to cover for the time being, however, we have five different points which have come up during the research so far that may cover some of the questions that people already have.  So, first of all, Janet, could you just. There we go."
74,Microlight Pilot 7,2021-03-26 09:39:00,"and EC doesn't cover non-cooperative targets like birds, masts, etc"
75,GA Pilot 18,2021-03-26 09:39:00,"Exactly [Microlight Pilot 7], so arrogant that the commercial drone operators expect all these people to spend money so that the drone operators can make profits."
32,Facilitator,2021-03-26 09:39:09,"So is this just the type of TMZ? I will allow Jim and Tom to reply to this. 
You can see the initial indication of what the answer might be here. 
But Jim and Tom, if you'd like to just fill in any more detail, is Class Lima just another type of TMZ?"
33,JS,2021-03-26 09:39:40," So this is a question that has been raised.  So I've spoken to many of the people that are that are currently on this call And quite a number people pointed out, look, this just sounds like a TMZ.  So a transponder mandatory zone. And in a sense it is. But it's our understanding that TMZs generally need a service and therefore need to be covered by service.  So we would prefer for various reasons to not need to have a formal ANSP service.  Why? Because we'll probably have some of these areas in remote regions where it's difficult to provide such a service.  And I believe it's unnecessary and will add complication cost.  So I would welcome comments, views."
80,GA Pilot 23,2021-03-26 09:40:00,TMZs DO NOT require a service provider
79,Jonathan Smith,2021-03-26 09:40:00,Why do you not conjoin with the Goodwood project who are doing many of the same things with similar objectives
77,Drone Industry Interest 4,2021-03-26 09:40:00,Do you have a ref for that?
76,Other 1,2021-03-26 09:40:00,A TMZ does not require an ANSP
78,GA Pilot 1,2021-03-26 09:40:00,"How do you guarantee that drone operators adsbout is functional? Skyports claimed to have adsb out on their trial at Oban, but when I went up to find them, it turns out the software is faulty."
34,Facilitator,2021-03-26 09:40:00," So just to remind the way they were going through this we're just going to cover these initial topics that have come up in the projects so far and then we will have the opportunity to open up for questions. We may take a short break before we get to the questions, depending on how long this takes.  

And one minor point, when people are contributions to the discussion, it would be helpful if we can unpack any acronyms just to make sure that everybody's able to keep up with the conversation, since there are quite a few acronyms coming out so far. So in the interest of making this as open as possible, it would help if we unpack any of them."
81,GA Pilot 18,2021-03-26 09:41:00,TMZ without a service is even worse because it doesnâ€™t allow people without a transponder to call up and get clearance to cross the TMZ!! Class L is totally unacceptable
82,GA Pilot 22,2021-03-26 09:41:00,So a RTMZ with no exceptions or flexibility?
35,Facilitator,2021-03-26 09:41:03,"So next question. What should drones use?  Height, altitude, original pressure, session settings, flight level Geo height, a MSL reference?  Again, I'll let Jim and Tom respond to that."
36,JS,2021-03-26 09:41:47," Yeah. This is a this is actually quite complex issue and people that are experienced aviators are very familiar with these issues.  But if we're managing airspace within an area in some way, we need to make sure that we don't have any confusion over height, altitudes, et cetera, et cetera.  And so that's something we need to unpick.  We need to do a lot of work on it. Our preference for drones is that they fly perhaps geo altitude and again, they can just do what they're told.  But of course, there is always the chance that the GMSSGNSS system might fail.  Again, I'd point out that we tend to fly multiple GMSSGNSS systems and we've done a lot of research into the probability of GNMSS failures and we think it's very low.  Nevertheless, if you get GMSSGNSS failure, you may have to resort to other things.  So know pressure, altitude of some flavour so that's another issue that we need to debate."
83,Drone User 7,2021-03-26 09:42:00,"TMZ would restrict general aviation pilots (ADS-B Mode-S equipage). We need something more flexible which allows other EC devices to be used, with rules based on risk"
84,GA Pilot22 ,2021-03-26 09:42:00,TMZ not RTMZ (fat fingers)
85,GA Pilot 11,2021-03-26 09:42:00,The VHF transmission from Drones is unrealistic.
88,GA Pilot 27,2021-03-26 09:42:00,South East UK is probably not the best place to conduct the trials. Llanbedr or Aberporth are better and with Aberporth there is existing airspace available
87,Drone Industry Interest 4,2021-03-26 09:42:00,How does that align Jonathan with the EC consultation by the CAA that stated a TMZ must have an airspace controlling authority that is a certified ANSP?
86,GA Pilot 18,2021-03-26 09:42:00,"Class L also doesnâ€™t cover model fliers, hobby drones paragliders etc, you just ban them completely?"
37,Facilitator,2021-03-26 09:42:04," Great. So next one, we've got weather whether VHF out is a good idea and for what frequencies?  There have been some questions appearing in the chat here in terms of whether that frequency could get overloaded.  So I'll just allow Jim to respond to this, since this is something that's been coming up fairly frequently in the chat."
94,Microlight Pilot 7,2021-03-26 09:43:00,[Air Traffic Control 1] - you haven't said how you stop hitting them?
93,GA Pilot 23,2021-03-26 09:43:00,Consider the use of ADS-B Obstruction beacons to support model and paraglider operations from fixed sites. One beacon to mark the activation of multiple airframes
95,GA Pilot 33,2021-03-26 09:43:00,Baro is the only option I would have thought?
91,GA Pilot 3,2021-03-26 09:43:00,So the idea is to insert class lima into class G airspace?
90,GA Pilot 33,2021-03-26 09:43:00,GPS altitude isn't very accurate due to the geometry of GNSS system
89,Air Traffic Control 1,2021-03-26 09:43:00,"[Microlight Pilot 7] - there are already CAA rules covering hobbyists, model aircraft, drones etc. This is all already in palce"
92,GA Pilot 1,2021-03-26 09:43:00,Frequent military exercises on west coast of Scotland have GPS jamming ....
38,JS,2021-03-26 09:43:35," Well, this is just an idea. But if I was flying a manned aircraft in a particular region,  I would probably like to be able to listen out on the VHF frequency and just know what might be happening around me.  So what we have in mind is technically very easy to do is to have the drone give position reports every 30 seconds or so altitude heading, et cetera, et cetera, and identifier, rather simply, technically easy to do I imagine the regulatory issues will be difficult and it'll be interesting to hear other airspace users views on whether this this makes sense.  And in the spirit of this. Let's not forget, you know, Class G airspace, for example, is a very, very precious resource.  And, you know, I want to defend that as much as possible.  And so what we're trying to do is to find out if there is some way of sharing that very precious resource at all.  So this is just an idea. Again, I'd love comments from people."
39,Facilitator,2021-03-26 09:43:58," Thank you. So next one here. What about alternative detects and avoids the technologies such as vision, lidar, radar, sonic?"
96,GA Pilot 32,2021-03-26 09:44:00,QNH for everyone & everything surely?
97,Other 1,2021-03-26 09:44:00,What about cross country flying paragliders?
98,GA Pilot 22,2021-03-26 09:44:00,SBAS - oh waitâ€¦
101,GA Pilot 11,2021-03-26 09:44:00,vhs out is unrealistic. There is enough work load without a number of drones reporting in your ear.
100,GA Pilot 30,2021-03-26 09:44:00,VHF / 30 Secs - will block the frequency for others - nonsense
99,Other 1,2021-03-26 09:44:00,Which QNH?
104,GA Pilot 3,2021-03-26 09:45:00,SBAS / EGNOS wow ?
109,Unknown,2021-03-26 09:45:00,GNSS failure probability MIGHT be very low but jamming of GNSS is prevalent with many instances every day. Yes. they tend to be localised to hide movement of hi value stolen cars down UK motorways but GPS jamming and spoofing over much wider areas has been experienced. In my cockpit I use map/stopwatch and GPS - how would drone cope with jamming/spoofing of GPS?
107,Air Traffic Control 1,2021-03-26 09:45:00,"Bird strike is a ongoing risk to aircraft, as are masts, look at the tragic helicopter crash in Australia this week - this work should now be done by drones. Not allowing it probably breaches the regulatorâ€™s duty of care to airmen."
106,GA Pilot 23,2021-03-26 09:45:00,Surely parameters?
105,GA Pilot 14,2021-03-26 09:45:00,Itâ€™s already difficult enough to listen to London info in the South without drones cluttering up other frequencies
103,GA Pilot 5,2021-03-26 09:45:00,QNH is the internationally recognised standard. Can't imagine why anything else would be sought.
108,GA Pilot 1,2021-03-26 09:45:00,"Speaking as an ATCO and pilot, VHF would be FAR too busy. ADSBout and Flightradar24 display is the way to go."
102,GA Pilot 23,2021-03-26 09:45:00,What about cross country flying paragliders?
110,GA Pilot 5,2021-03-26 09:45:00,VHF voice frequencies already cluttered. Not really a viable option.
40,JS,2021-03-26 09:45:23," Yes, so we as a university constantly monitor this and do a lot of work on this.  I'm constantly amazed. At the technology that's coming down the pipeline.  So you can buy a drone called the Sky Dio, which has six 4K cameras mounted on it. This is less than a kilo or two and it's doing real time image processing of six 4K cameras.  So basically, it's a flying supercomputer. So I wouldn't rule out vision systems in the future playing the role. But right now, the research we've done shows that it's very difficult to provide robust solution for detect and avoid, you know, closing speeds and small size of drones in all weather radar might be a little more promising, but issues of size, weight and power and cost, of course, are an issue.  There's a group at Birmingham University and are doing some really good work on very high fidelity, low cost radar systems so we're in touch with them. But we don't want to depend on any of these technologies. We think transponder solution is a good enough solution for what we would like to do."
41,Facilitator,2021-03-26 09:45:35," So last point on this slide, does Class Lima have connotations and would there be a better label for this class?"
115,GA Pilot 33,2021-03-26 09:46:00,"Do you need to rely on just one detect and avoid technology, probably working in a layered fashion. There is no 100% solution - but combining several reduces overall risk."
114,Air Traffic Control 1,2021-03-26 09:46:00,"IN terms of not being able to call up if youâ€™re not transponding, saying it is unacceptable doesnâ€™t progress anything, the only answer in this airspace will be to transcend."
113,GA Pilot 1,2021-03-26 09:46:00,exactly
112,GA Pilot 7,2021-03-26 09:46:00,"Situational awareness in Class G via VHF transmissions is not possible. Everybody would have to transmit very frequently, self-announcing every change. That wouldn't and doesn't work with current flight volumes - it won't get any better with a higher density of traffic with many UAS inserted."
111,Drone Industry Interest 4,2021-03-26 09:46:00,FR24 isn't defined as a safety critical system. Police are very aware of GPS spoofing
117,Air Traffic Control 1,2021-03-26 09:47:00,"transpond* (sorry, autocorrect!)"
118,GA Pilot 18,2021-03-26 09:47:00,"Autonomous detect and avoid is already FAA certified, yes it costs, but that is YOUR cost of doing business. Rather than making everyone else pay for equipment for your benefit!"
119,Air Traffic Control 1,2021-03-26 09:47:00,Correct GA Pilot 33 - the answer is a layered approach
120,GA Pilot 11,2021-03-26 09:47:00,As a GA pilot I would want a drone to appear on my Sky Demon display. ADSB in and out would have to be mandatory to make it safe.
121,GA Pilot 3,2021-03-26 09:47:00,The problem will come when there are multiple drones operating-
116,GA Pilot 30,2021-03-26 09:47:00,"""all weather"" - then you need to follow IFR flight plan and ATC instructions..."
122,Microlight Pilot 1,2021-03-26 09:47:00,"Has this concept, Class L, been introduced to the CAA's Airspace Modernisation Strategy and the Lower Airspace Strategy. It all seems to be a concept in isolation!"
42,JS,2021-03-26 09:47:13," Yeah, this has been pointed out.  I had a long conversation with someone hopefully on the call, you know are we actually genuinely creating a new class of air space?  Maybe not. So maybe we should give it back to a different badge.  So, again, I'd love feedback on what we should do from here on in. Maybe we're not going to create a new class."
43,Facilitator,2021-03-26 09:47:25," So I will invite people to respond to that last point, what they think of the labelling of Class Lima does it make sense?  Please leave a comment in the chat if you have anything to respond to that,  I will just turn now to a few of the questions that have been appearing in the chat, just picking up from that last point somebody has asked whether Class Lima is simply just using Class G airspace and is there a substantial difference between them?"
44,JS,2021-03-26 09:47:56," Oh, that's a great question. So our vision is, yes, it would be uncontrolled airspace."
128,GA Pilot 9,2021-03-26 09:48:00,What about multiple operators using their own protocols?
127,Microlight Pilot 7,2021-03-26 09:48:00,less flexible TMZ
126,Other 1,2021-03-26 09:48:00,This is a TMZ with conditions
125,Drone Industry Interest 4,2021-03-26 09:48:00,But GA Pilot 18 - you are referring to I presume IRIS automation?
124,GA Pilot 33,2021-03-26 09:48:00,Also if you make large drones highly visible - for example high intensity lighting then GA pilots have an opportunity to avoid visually
123,GA Pilot 30,2021-03-26 09:48:00,class L- Is additional / unnecessary complication and risk for other users
45,Facilitator,2021-03-26 09:48:23," So I'm going to try and take these through in relatively chronological order.  We've had a lot of topics coming up in the chat, so I will just try and cover a few of them and hopefully combine a few where there has been common topics coming up. And then we can open up the discussion.  So to begin with there was a question early on asking how many transits have taken place between Lea on Solent and BinstedBinstead during the trial?"
46,JS,2021-03-26 09:48:34," OK. I can field that one.  So we undertook the Isle of Wight test in baby steps, so we flew a little foam aeroplane backwards and forwards a number of times, which had an identical avionics fit to just check you know, coms, integrity with a low risk platform.  And then with the large platform, we flew halfway back and did a lot of halfway steps before we made our flight to BinstedBinstead.  We only did that flight once for various reasons.   The same platform, however, has been flown extensively, for example, to the Scilly Isles 

And in fact, this week has been flying extensively in XXX before we were grounded by the Hawk crash yesterday."
47,Facilitator,2021-03-26 09:48:59," So I'll just mention also there were some really good contributions coming through the chat, potential ideas of how this could all be made to cohere when we get into the next session of section after the break, we will be using an open, interactive white boards to record everybody's contributions.  So please keep those points in mind and make sure we've got them recorded in the next section.  For now, however, there was a question early on again, comparing the use of drones to available alternatives.  For instance, hovercrafts can make similar trips in a similar time. And what's the weather limitations on drones as compared to vans or ferries?  And how do they cope with different terrain, including high altitude terrain on the associated valleys?  So do drones offer a really superior alternative to existing options, like vans and ferries that can operate potentially in more weather conditions?"
131,GA Pilot 5,2021-03-26 09:49:00,Class L would work against CAA wish to simplify lower airspace. Effectively it is Class G with a TMZ.
130,GA Pilot 33,2021-03-26 09:49:00,"If class Lima is uncontrolled, if GA pilots are required to carry additional equipment (especially if certfieid) then its not really Class G!"
129,Air Traffic Control 1,2021-03-26 09:49:00,The flexibility only has to be enough to be safe...
133,GA Pilot 5,2021-03-26 09:50:00,"Preferred option would be proper integration, sense and avoid in Class G. As per the FAA model in USA?"
137,GA Pilot 3,2021-03-26 09:50:00,Class G rules with new equipage requirements this will require a rules update
132,GA Pilot 20,2021-03-26 09:50:00,Why did you only make that trip once?
135,Unknown,2021-03-26 09:50:00,"Class L is 'controlled' airspace by requirement for some form of transponder. Class G is uncontrolled and I love class G for being able to move around the UK WITHOUT talking, listening or transponding - where safe of course. So how much Class G would become Class L?"
134,Air Traffic Control 1,2021-03-26 09:50:00,"I think thatâ€™s the point GA Pilot 33, itâ€™s not Class G as we know it"
138,GA Pilot 1,2021-03-26 09:50:00,"This is not just about NHS flights .... when operational there will be massive increase from Amazon, DHL, etc.. you need a system to cope with that"
136,GA Pilot 27,2021-03-26 09:50:00,So how many flights have been conducted within the Solent TDA
48,JS,2021-03-26 09:50:05," So, can I ask my colleagues, German and Nic, perhaps to just comment on that?"
143,Drone User 6,2021-03-26 09:51:00,GA Pilot 33 - Rules of gthe Air?
139,Glider Pilot 4,2021-03-26 09:51:00,Do you see this as a managed step towards full integration?
140,GA Pilot 23,2021-03-26 09:51:00,TMZs have now been redefined to allow a multiple of rules and emissions to be potentially applicable to a TMZ . the rule set applicable to a TMZ to accommodate BVLOS operations probably does require a specific title but perhaps not an airspace classification. TMZ(BVLOS) perhaps?
141,GA Pilot 33,2021-03-26 09:51:00,"If drones have an avoid capability, how do we ensure that drone and GA aircraft that come into conflict takes coordinated avoiding actions that moves them apart not the opposite"
144,GA Pilot 1,2021-03-26 09:51:00,"Trials at Oban have been cancelled about 40% of the time due to wind, cloud, rain."
142,Drone Industry Interest 4,2021-03-26 09:51:00,"I think New User - that is the challenge - how can you fly your GA aircraft safely when the traffic will increase, and it will, isn't part of this to make yourself visible?"
49,NJ,2021-03-26 09:51:11," Yeah, so I'll start off. Our aircraft is designed to operate, the large Ultra aircraft to operate in very windy conditions so we've flown it very regularly, 25, 30 knots, winds at ground level and 40 to 45 knots at altitude.  So from a point of view, this particular platform can operate in these particular conditions and it is not an issue we're currently undergoing testing for rain and ice conditions for altitude level testing.  So that for us is not a particular problem. The benefit it would offer is for this particular platform and again, it's different for other platforms is that it is linking the Isles of Scilly, for example, that the test case where a ferry would take four or five hours And there are particular scheduled flights for from certain areas.  So over the winter, for example, there were only flights from Lands End to the Scilly Isles So and they are scheduled at a particular point and they set limitations for that. So having the drones operating from an alternative airfield or an alternative place gives the flexibility for hospitals and other potential uses that might wish to send cargo across in these kind of use cases."
50,TC,2021-03-26 09:51:22," I think Iâ€™ll just add to that as well You know, I think it's very important from a logistics perspective to say the drones are not going to take over from vans you know that I think it is a more bespoke element to be used in certain circumstances.  You know, I think I remember looking at some statistics. I think 2019 we had nine named storms. You know, so from our experiences operating in the Solent you know, there will be many days we know where you would not be able to fly potentially with smaller platforms.  And so, you know, it's very important to take into consideration in logistics planning and just under what circumstances can they be used and what are the limitations in terms of whether those aspects.  So it's a it's something that has to be considered very carefully when you're doing, you know, optimal mixed fleet planning of how these systems work.  And that's part of the simulation, working as E-drone to, you know, look at, you know, what is the real use case here and how reliable would this be going forward? Which is a key component."
145,GA Pilot 27,2021-03-26 09:52:00,what cloud and viz limits
146,Air Traffic Control 1,2021-03-26 09:52:00,"[GA Pilot 5], thatâ€™s right, proper integration is the end state."
147,Air Traffic Control 1,2021-03-26 09:52:00,"[GA Pilot 1], very true, there will be more airspace users."
148,Drone Industry Interest 4,2021-03-26 09:52:00,But [GA Pilot 23] - where does it state a TMZ does not require an airspace controlling authority?
150,Drone User 7,2021-03-26 09:53:00,My old gliding instructor passed away in a collision with a GA aircraft. Human eyes are not good enough to spot a manned aircraft head-on. They don't stand a chance with drones
151,Air Traffic Control 1,2021-03-26 09:53:00,"[Glider Pilot 4], yes, the overwhelming consensus is that you end up with full integration eventually."
152,GA Pilot 20,2021-03-26 09:53:00,Aleks - We do fly our aircraft safely and we are visible. You are introducing something that needs to avoid us.
153,Microlight Pilot 7,2021-03-26 09:53:00,thank you [Other 1] for your honest appraisal
154,GA Pilot 23,2021-03-26 09:53:00,But [GA Pilot 23]  - where does it state a TMZ does not require an airspace controlling authority? Confirmed by Airspace Regulation in the CAA within the last few weeks and embedded in new TMZ policy draft
149,GA Pilot 23,2021-03-26 09:53:00,My point about the number of Lee-Binstead flights was not to rubbish the trials and lessons learnt but merely to highlight that the activation of TDA and segregation is very inefficient in airspace utilisation.
51,Facilitator,2021-03-26 09:53:09," I'm just picked up on a point that has appeared recently in chats talking about the efficacy of systems to detect vs. the human eye.  Is there available evidence about what's actually overall offers the safest option in terms of detect and avoid technology?  The automated technology is there overall less accidents involved, is it in the data? Does it appear to be a safer option?"
159,GA Pilot 33,2021-03-26 09:54:00,"[GA Pilot 7] - rules only cover some cases, for example at close quarters a rapid climb or decent might be better, providing the conflciting aircraft doesn't do the same"
155,GA Pilot 27,2021-03-26 09:54:00,That didnâ€™t answer the question reference weather limits ie Low visibility ops cloud minima and viz minima please
156,Air Traffic Control 1,2021-03-26 09:54:00,"GA Pilot 33, great question on avoidance, we can give some detail on how that works"
157,Other 1,2021-03-26 09:54:00,"Aleks - it isn't that a TMZ requires an ANSP it is the other way round, there is nothing that says it does need an ANSP"
158,Drone Industry Interest 4,2021-03-26 09:54:00,As James has stated that is not a failsafe solution
52,JS,2021-03-26 09:54:03," Can I suggest German perhaps responds on this one, because he's been doing a lot of thinking transponder technology.   And the other point I would make is that, you know, for GA pilots VMC is quite, quite a challenge.  You know, I never fly in VMC Minima because I know that I probably have 30 seconds to detect an aircraft.  What is it, five kilometres away. So, you know, the human eye is it is it can be very good, but I don't think it's a great benchmark actually would want to be substantially better than a human eye. German if you got any comments you'd want to make?"
53,GM,2021-03-26 09:54:35," Well I personally haven't seen any data related to the reliability of, say, like see and avoid compared to any other mechanisms like like like like lidar or electric conspicuity. The beauty of electronic conspicuity is that we that we can actually measure the reliability of systems and we can measure that reliability of those signals going from one device to the other.  So that's a good thing that that is actually measurable. Whilst the usual mechanisms of a pilot seeing out of the window and being able to detect that was something that unfortunately we cannot measure.  However, research has been done with regard to human factors and how the ability of detecting some threats is reduced with the time that the person spends in the cockpit and things like that.  So I believe that the tech to avoid based on electronics insecurity would be at least that that that way we can actually show results of reliability."
161,GA Pilot 3,2021-03-26 09:55:00,For certain types of operations clearly the drone can be a good option ie heart delivery blood etc however who will pay for the UTM infrastructure and who will your proposal fit into that future
160,Drone User 7,2021-03-26 09:55:00,A TMZ would work. But i'm not sure this would be very acceptable to the GA community longer term. It might be a good stepping stone though
162,GA Pilot 22,2021-03-26 09:55:00,Moving away from technology to finance - is the thinking that everyone who wants to use class lima it pays for the kit themselves?
163,GA Pilot 3,2021-03-26 09:55:00,LIDAR is very expensive
54,Facilitator,2021-03-26 09:55:26," Thank you. So I will. We will take its field, some of these questions up until about 10:00. Then we'll take a five minute break, after which we will return and we'll open up discussion for people to ask their questions directly. For now, however, numerous people have picked up on the issue of how to incorporate cooperative and noncooperative flyers, including birds, model flyers.  How exactly are all of these different potential risks going to be accounted for in an automated detect and avoid system?"
164,GA Pilot 18,2021-03-26 09:56:00,"Jim this is not about transponder technology, itâ€™s about drones detecting anything in the sky, not just GA aircraft. Birds donâ€™t have EC, nor do paragliders, hang gliders etc"
166,GA Pilot 27,2021-03-26 09:56:00,Do you have a CAA licenced engineer overseeing your operation. Have you referred to a Part 21 design authority and complied with the processes of that design mechanism?
165,Drone User 6,2021-03-26 09:56:00,"GA Pilot 33 - agree. RoTA is a start but needs more 4D solutions, which likely means handshaking = more tech = more expense = more to go wrong"
167,GA Pilot 33,2021-03-26 09:56:00,On the discussion of see and avoid - its what we all curretly use in class G. the problem with full reliance on EC is that the system in aircraft need to be certified to ensure full sperical coverage and also needs to be highly reliable - this can result in big cost for GA operators to equip aircraft
55,JS,2021-03-26 09:56:40," Yes. So, yeah, I think bird strike is an interesting one.  I'm not really sure what to say about that.  I'm not sure what technology, even a very alert person in a manned aircraft.  You know how successful. And even if you see a bird. I mean, I frequently see I fly Truckston Thruxton a lot of and there are some large raptors around there by the time I have seen it I am not sure what I can do about it.  I would like to know more about the question really, I donâ€™t think it is going to be very easy to avoid birds full stop.  However, there's an airworthiness issue in that what happens if you have a bird strike?  And that's a different question. And that's why, personally, I like zero the single point of failure systems so if we had a bird strike that took out one of our propellers or engines, our aeroplane is one of our aeroplanes is perfectly capable of continuing safe flight.  In terms of a more, tricky question is we set up, let's imagine we've set up a Class Lima and we had the support of the air space or that the people that use air space around there we would then have to exclude, so it would become a TMZ.  So people that want to fly in that region that don't have transponders would simply not be allowed to.  And therefore, that bit that quite a lot of work needed to be done to set up this because, let's face it, the alternative at the moment to set up a TDA and then no one's allowed in it.  So what we're saying is we would allow some people in this zone, but we'd have to plan it carefully so we don't have to avoid areas that are heavily used by hang glider pilots, parachutists to gliders that don't want to carry transponders, etc, etc.  I don't know whether my fellow panel members have anything to add to that?"
168,Drone User 7,2021-03-26 09:57:00,"[GA Pilot 3] - ""who pays for the infrastructure?"" There are clever answers already to this problem. I wont say too much yet"
169,Microlight Pilot 7,2021-03-26 09:57:00,true DAA for non-cooperative targets I guess is complex and expensive and I feel just addressing EC is fudging the issue and moving costs to the GA community
56,NJ,2021-03-26 09:57:21," I will just add one thing as well, when we say transponder,  we are open to all electronic conspicuity devices and that that's the key thing is we don't necessarily want that to be a Mode S only transponder,  which is expensive with fairly technologically agnostic.  We take the view that the general community should, well, we are the general community, but the community should have a say in what type of device is used, whether that's from a ADS-B or any existing equipment that's already fitted on GA aircraft.  That would be my point."
170,GA Pilot 18,2021-03-26 09:58:00,"""Who,pays for the infrastructure"" it should be all paid for by the commercial drone operators as its all for their benefit."
171,Air Traffic Control 1,2021-03-26 09:58:00,"[GA Pilot 3], there are good answers on the economic model (that are much better than the status quo)"
172,GA Pilot 1,2021-03-26 09:58:00,"Visibility off drones. I have trialled this. It is Very hard to spot from the air, especially over the sea with white waves. It is the size of a large bird. EC is an absolute requirement. Weather limitation for Oban trial is supposed to not activate TDA if cloud base is below 1500â€™, or wind over 25kts. Reality is, TDA is activated waiting for weather improvement."
175,Air Traffic Control 1,2021-03-26 09:59:00,"[GA Pilot 22], the best thing to do is to use the DfT grant, as you will need a transponder more and more in the future."
173,GA Pilot 7,2021-03-26 09:59:00,"High VISUAL conspicuity will aid the bird in avoiding you: ""It takes 2 to collide"""
174,Drone User 7,2021-03-26 09:59:00,"GA Pilot 18: ""Who,pays for the infrastructure"" it should be all paid for by the commercial drone operators as its all for their benefit. Agred"
176,GA Pilot 27,2021-03-26 09:59:00,Its a case of avoiding areas of increased bird activity such as coastal areas. these are known threat areas. Unfortunately you appear to operate around the coast.
177,Other 1,2021-03-26 09:59:00,A TDA can have access conditions that allow access with EC
181,Drone User 2,2021-03-26 10:00:00,"Hi guys (autopilot designer here) the way I see DAA working is in layers. Layer 1 is electronic conspicuity, we detect everyone who says where they are and avoid them. This is done. Layer 2 is that we ingest the data from ground radars (like neuron) which can communicate the position of large uncooperative vehicles to us. We are ready for this data and waiting on the ground network to develop to provide us with this. Layer 3 is the visual detect and avoid. This is hard because it can be faulty (just like a human) but it may allow us to make a small movement (within a limited range) to go up / down by 50 ft to avoid a bird."
180,Air Traffic Control 1,2021-03-26 10:00:00,"Correct [GA Pilot 30], it just deals with the costs aspect"
179,GA Pilot 22,2021-03-26 10:00:00,"@[Air Traffic Control 1] , the DfT grant is useful, but not the permanent answer to establishment of class L"
184,GA Pilot 27,2021-03-26 10:00:00,You cannot mandate a segregation model refer to transport ACT 2000
182,GA Pilot 33,2021-03-26 10:00:00,Many GA aircraft don't have transponders
185,GA Pilot 23,2021-03-26 10:00:00,"""A TDA can have access conditions that allow access with EC"" That is by definition a TMZ not a TDA"
57,Facilitator,2021-03-26 10:00:00," OK, so we're going to take a break in just a moment. For now, however, I will just point out some people have been mentioning some experiences in Oban and with Skye Scotland they said was a bad experience and something of a tokenistic consultation.  I think it would be useful for us to understand the experience that since this project is entering into the consultation period.  So if anybody's body, you can provide a kind of testimony of how that process has gone, that would be really useful for us to understand.  Furthermore,  price of the necessary equipment to coordinate within the class Lima concept is understandably a big concern.  Various people in the chat have been commenting on the available grants for transponders.  So when we return, it would be useful if the panel could clarify what grants are currently available before we open up into a wider discussion where people can share their concerns about potential costs. For now, however, I will round off by just asking what kind of coordination has there been between different commercial operators who may be using different systems? They may be using different firmware, different software.  What kind of coordination has been taking place or will be taking place in the future to ensure that any kind of guidance is coordinated and this consistent use the same systems that will be equally reliable and able to participate on an equal basis within a system like Class Lima?"
178,Air Traffic Control 1,2021-03-26 10:00:00,"[Microlight Pilot 7] - the grant is there, cost is not the isse"
183,GA Pilot 30,2021-03-26 10:00:00,You are limiting clas L and the rest of GA -
