,author,time,message
102,Prof. Jim Scanlan,2021-08-03 09:47:18," And will be trying, you know VHF out EC detection avoidance trials a whole series of use cases and to help convince initially ourselves, but of course the wider community that this is perhaps a good idea."
103,Prof. Jim Scanlan,2021-08-03 09:47:28, Next slide.
104,Prof. Tom Cherrett,2021-08-03 09:47:47," Okay, thanks, very much  so just to finish this up, this is just a couple of slides."
105,Prof. Tom Cherrett,2021-08-03 09:47:49," Just showing what we did in the last event which Facilitator mentioned, so we held a similar event to this back in March, where we had a cross section of the general aviation community get together soon to discuss obviously how crewed and un-crewed aircraft could best operate together."
106,Prof. Tom Cherrett,2021-08-03 09:47:55," So, so we had over just about 80 participants join us, you can just see the mix on the screen there and some of the individual companies that were involved and some of the kind of key elements that came out in the discussions related first of all inflight deconfliction so a lot of debate about how would general aviation users be able to ensure the deconfliction from drones in shared air space and this whole idea about the need for detect and avoid potentially by some form of electronic conspicuously technology the drones would have to have to avoid collision so that there's a fair bit of debate around."
107,Prof. Tom Cherrett,2021-08-03 09:48:49," Also interesting discussion really around you know drone operation envelopes and conditions so I think a lot of people have experienced in setting up a TDA, as from a user point of view and then not many drones flying in them during the period due to weather or other circumstances so understanding, you know the kind of conditions when drones will not be flying or something else that was discussed in quite depth."
108,Prof. Tom Cherrett,2021-08-03 09:49:10, interoperability of systems is also raised in terms of would we need some form of standardization to ensure interoperability between different electronic conspicuity technology for identifying different platforms.
109,Prof. Tom Cherrett,2021-08-03 09:49:17," and also a GA users were you know very interested in the kind of certifications standards issues related to drone design, so it should be an equivalent level of safety, as we have crewed aviation, but for drones as well."
110,Prof. Tom Cherrett,2021-08-03 09:49:32," Another key issue that was raised was really in relation to cost allocation so in terms of if we are going to you know equip platforms, so that they can be they can be seen by others who should bear the cost of any new aircraft equipment that will be necessary to enable this use of share airspace, so that was a kind of hot topic, but trying to work out what those costs would be."
18,Commercial Drone Operator 1,2021-08-03 09:50:00,"we would love to integrate FLARM as well on our drones, but the CAA doesn't recognise it as a certified solution unfortunately and it is not recognised as a risk mitigation feature for UAS. They only recognise Mode-S and ADS-B"
19,Participant,2021-08-03 09:50:00,One of the biggest problems with TDAs is that they are temporary. What company is going to invest in developing a delivery route which is temporary. It's almost impossible to get a return on investment when you only have 6 months
111,Prof. Tom Cherrett,2021-08-03 09:50:01," was quite difficult and just the final point was you know about equitable access, so you know how do we ensure that ongoing rights to access uncontrolled airspace are managing the way that all users can get their fair share if you'd like so that those are just some of the core areas that that came up, so I think on that note we've obviously got quite a few things in the chat so I’ll hand back to  at this point."
112,Prof. Tom Cherrett,2021-08-03 09:50:23, Just obviously I think take some of those questions.
113,Facilitator,2021-08-03 09:50:33," Yes, thank you and thank you to everybody who has been putting comments in the chat we've got some really detailed responses so I’m going to try and refer to each of these as we go through."
114,Facilitator,2021-08-03 09:50:37," So, right up at the top we've got a comment, saying that this sounds similar to the development path of a UTM company so could UTM company not manage the TDA and allow access of multiple drones as part of the validation path?"
115,Facilitator,2021-08-03 09:50:49, it's coming from  up near the top of the chat if you wanted to see that question.
20,Drone Service Provider 5,2021-08-03 09:51:00,Not suggesting a specific EO is mandated.  I am suggesting a responsible operator will want to fit one for the last ditch CA manoeuvre.
21,Drone Service Provider 1,2021-08-03 09:51:00,"Can ADS-B be scaled up given the potential number of airborne drones in the future (lots of messages!)? Agree it’s a great EC technology, now."
116,Prof. Jim Scanlan,2021-08-03 09:51:08," yeah, I’m trying to digest the question."
117,Prof. Jim Scanlan,2021-08-03 09:51:18, look out emphasize that this isn't instead of UTM.
118,Prof. Jim Scanlan,2021-08-03 09:51:23," I really like the thinking and philosophy, but, in particular, one of my favourite documents is the document that the Connected Places Catapult produced on UTM I think it's all very sensible it's great and but…."
119,Prof. Jim Scanlan,2021-08-03 09:51:39," Here we are, to my knowledge, there are no commercial BVOLS operations in the UK, or if there are, I certainly don't know about them and I I know quite a lot about you know drone developments in the UK, perhaps someone correct me if there are indeed commercial BVLOS operations and the whole philosophy behind what we want to do is, how can we unlock that and unlock it quickly so it's not this isn't real instead of or an alternative to UTM but it's a low risk start to the UTM tools and techniques, because you know UTM will probably be using EC extensively so it's complimentary I don't know whether that answers the question and I welcome anyone else chipping in to add to that or disagree with that."
120,Commercial Drone Operator 1,2021-08-03 09:52:47," that’s actually exactly what we attempted to do for recent trial in Scotland we worked together with ultra-angel on that and we actually went with their strategic deconfliction platform to operators that were most likely to encounter and area which is Medevac helicopters, so it was Gamma Aviation, we went to Police Scotland we went to the commercial cloud operator who operates from a nearby airport, we went to them and we went with the altitude angel platforms, that you can register as an organization on that we will publish all our scheduled flights on that. All are you can see our planned routes and we actually integrate with Altitude Angel to see a life telemetry feed just one second late to see you actually see us fly there."
23,Drone R&D - Academic 6,2021-08-03 09:53:00,"I agree, ADS-B will be the future, however for spectrum purposes it needs to with low-power on BVLOS UAS. Also the ground based receiver network is important."
22,Drone R&D - Academic 9,2021-08-03 09:53:00,"I'd suggest the missing bit is the use case outcome, i.e. benefits to NHS.  Asking GA to take pain in terms of airspace or equipment ""for drones"" is pretty abstract.  Likewise the need to certify the safety of EO solutions inflicts enormous pain on the drone developers so GA is unchanged.  The only way to apportion the pain is to understand the gain - ""if GA does X and drone developers do Y, we can turn around 50% more blood tests in 24 hours"" or ""reduce van emissions by Y%""."
121,Commercial Drone Operator 1,2021-08-03 09:53:28, As a way to make it safer and we got down for that idea by all of the Government operators who had no interest in an onboarding platform whatsoever so unless there was a government mandate this is kind of like dead on arrival with the one of the government operators that have no interest in going down this path that's the feedback from my side of that.
122,Prof. Jim Scanlan,2021-08-03 09:53:56, Interesting Thank you.
24,Participant,2021-08-03 09:54:00,"Relying on a single EC source leaves us with nowhere to move. It needs to be sensor agnostic not only to include current airspace users, but to include future EC devices from drones. ADS-B is already hitting its limitations in some locations"
123,Facilitator,2021-08-03 09:54:06,  did you have a question.
124,EC Equipment Manufacturer,2021-08-03 09:54:11," yeah I kind of would like to add to that point I mean we're in electronic conspicuity providing company we're doing two or three trials at the moment, based not on UTM but on creating a known traffic environment there are going to be TDAs in order to get it over the line, but our aim is to do away with the TDAs entirely, and I think that it's, the only way to bring the GA community on board you've got to get rid of the TDAs, as everybody has to be able to operate together detect and avoid is all part of that.  The bottom line that I’ve completely agree with Skyports on is the only way to achieve that is to get a government mandate as they do in the United States and we're an American company and we have all the equipment that can do it in states, we can equally bring it over here, and what will make it work is a government mandate for, in my opinion, ADSB, that is, the technology of the future, the CAA is on record as saying that.  There are parties around that want to make it EC system agnostic I don't think you can it needs to be a single technology, and I think that technology is ADSB."
125,Facilitator,2021-08-03 09:55:13, Great Thank you I’m just going to.
126,Prof. Jim Scanlan,2021-08-03 09:55:28, I would just add so we are flying a 200 X on our aircraft great piece of kit and it works as advertised and I’m a great fan of ADSB we have a lot of glider pilots that say that FLARM is superior.
127,EC Equipment Manufacturer,2021-08-03 09:55:33," Okay, so I’m a glider pilot myself and I completely agree that FLARM is what you need as a glider pilot, not for the reasons of  glider to powered aircraft conspicuity, but for gliders to glider conspicuity in as much as FLARM will warn you…in a glide you operate, you know, on the other side of the circle from an aircraft there's literally 100 feet away and you'll find that that's absolutely fine if you're in a powered aeroplane you'd have heart failure but it's fine and that's what you do, but the moment you put the algorithm interaction in FLARM that says actually mate you've just put too much lead here and you're going to hit that glider."
27,Drone Industry Body/Association 1,2021-08-03 09:56:00,ADSB was one of four EC outputs from their UECWG research and mandating that may not happen so we have to look at addressing these gaps.
26,Commercial Drone Operator 23,2021-08-03 09:56:00,A government mandate and applicable EU/UK standard will be required from a compliance point of view as otherwise there is zero incentive for commercial/retail UAS/Drone manufacturers to get involved. This would just exacerbate the current problems we have with the current EU regulation package where there are currently no devices that comply with the C rating.  EC on homebuilts operated under OSC or TDA is fine but the reality is these standards with need to be written into the appropriate legislation as others have mentioned?
25,Drone Service Provider 5,2021-08-03 09:56:00,We certainly need a blend and an onboard CA EO system will help responsible operators do the last ditch manoeuvres.  And UK Mil aircraft will be playing in the same space and we need an ability to avoid swapping paint.
128,EC Equipment Manufacturer,2021-08-03 09:56:25," Then it warns you and that's what you want to know so was that thing buzzes you need to back off a little bit that's what FLARM for it's not for glider to powered aircraft conspicuity, it can do that, and it does that add ritually because it's not very high power."
129,EC Equipment Manufacturer,2021-08-03 09:56:44," But you will never take glider pilots away from FLARM nor should we, because it does what they need to do to stay alive in their own thermals However, we can encompass it we do we have equipment that picks up from an air to air environment or it can be rebroadcast as that, as the other systems to do so FLARM is part of the equation, it will never go away and we have to live with that, and there are ways that we can do that even using ADSB we will rebroadcast the FLARM and that's completely possible."
28,Participant,2021-08-03 09:57:00,"Not currently, no. As a short term step, yes ADS-B is the solution. But not longer term"
130,Facilitator,2021-08-03 09:57:16," Right so we've got a point of clarification that might be useful before you proceed so we've had a question asking how this new air space classification would actually be introduced, but, as I understand it, class Lima is not an ICO class of air space Would you mind just unpacking that for us?"
131,Prof. Jim Scanlan,2021-08-03 09:57:29," Again, now I’ll  ask colleagues to chip in that's one of the earliest things that the CAA advisors not to put too fine a point on it, they said it's a stupid name and, to be honest it's an arbitrary name and we will probably change it so I’ll emphasize its not introducing a new class of air space but it did stir up debate and in due course, I mean we've had extensive discussions with the CAA and it's effectively a transponder mandatory zone that's what we're heading towards and so it's not a new class of air space."
132,Facilitator,2021-08-03 09:58:32, Right so we've got we've had a couple of comments about potential issues with a single frequency VHF position reporting.
133,Facilitator,2021-08-03 09:58:37," So, we've had a comment saying this creates the requirement for two radios to ensure that GA pilots are able to access the frequency of reporting the reporting position reporting frequency, this was echoed by a another comment, saying that GA users are unlikely to be using a single radio to keep track of drone positions over basic or traffic reporting so there's a potential issue around a single frequency being used for position reporting via VHF is that an issue that's come up so far during the project?"
134,Prof. Jim Scanlan,2021-08-03 09:59:08," So I agree, however, when I’m flying in remote regions, which is where when most likely to start with class Lima even if I’m listening on VHF I’m unlikely to have a basic service because of the low traffic density, so I I but I wait may well be switching to safety COM anyway, because if I’m going to an airfield that perhaps doesn't have ground to air radio, as is often the case, Safetycom is the thing I tune to automatically."
29,Commercial Drone Operator 1,2021-08-03 10:00:00,"if you look at the land's end transit corridor ACP, it looks like there is a strong preference for a TMZ over an RMZ based on the GA stakeholder engagement that they did"
135,Prof. Jim Scanlan,2021-08-03 10:00:02," And if drones were talking to me they’d be doing exactly what I’d want on Safetycom which has given me situational awareness, but I do accept that if you're in air space where you're taking a basic surface that is an issue, but I would argue that perhaps class Lima in the wrong place, then, because if you're taking a basic service then perhaps as you know, air traffic densities is too high."
136,Prof. Jim Scanlan,2021-08-03 10:00:34," But it's an issue I don't have an easy solution for that, and it might be a stupid idea want to try it."
137,Facilitator,2021-08-03 10:00:41, Sorry please go ahead.
138,EC Equipment Manufacturer,2021-08-03 10:00:52," yeah I mean just put it in context, I spent 30 odd years chasing around the country at 250 feet and 500 miles an hour and that kind of information, and now I do a bit slower but that kind of new information you just can't take it in and you know, with the best will in the world there are pilots out there who cannot take it in, and frankly it's just going to overload them it's also information it's a little bit irrelevant, to be honest and I’ve spoken to  about this about the thousands of drone NOTAMS that are out there, I barely look at them, there are so many I can't take in anyway where they are going to be any way on my flight and, certainly, I know that I’m not going to see them anyway so.
I have to say that I think being told to look out the window to try and find something that's tiny is not really helpful and I think it's just over saturating.  And you know if I have on my single radio, as I am in this airplane then I’m going to be on London or Scottish and tonight it's not a place to have that is not a place to have drone comms, the air force and already trying a single frequency for their low level flights."
139,EC Equipment Manufacturer,2021-08-03 10:01:51," And again, you know I like to find out where my old buddies are but I don't have the time to listen to that frequency, so I don't do it, and you know I can see a Hawk I’m probably not going to see a tiny little drone that's going to be a few hundred feet below me, so I feel that we we’re barking up the wrong tree if we think that information calls on a frequency again to save us, I think we need to come back to electronic conspicuity and have something displayed that we can see."
140,Prof. Jim Scanlan,2021-08-03 10:02:31, Maybe so I take your point.
141,Prof. Jim Scanlan,2021-08-03 10:02:45," And we want to try that it might not suit all air space users, but if I’m if I’ve got my iPad in my airplane and the power goes off I’m in the middle of class Lima I’ve lost my situation awareness it's just a fallback it's a suggestion as to a fallback I personally do you Safetycom a lot."
142,Prof. Jim Scanlan,2021-08-03 10:03:02," And I like it, I, like you know just here, you know I don't necessarily look out to see them, but if there's someone you know five kilometres way I don't need to worry about just yet."
143,Prof. Jim Scanlan,2021-08-03 10:03:13, But let's see let's see.
144,Regulatory Body 2,2021-08-03 10:03:27," Just one point sorry, this is  just one point just to kind of pick up on  part you as ex-military actually myself we did have a frequency that was low level for years, three hundred desolate  probably remembers it.  But none of us used, and you know so it's quite interesting that they've come back to that, but I do agree with you it's worthwhile trialling as is everything else at the moment."
145,Regulatory Body 2,2021-08-03 10:03:44," And I think my real point is your on about putting you know this TMZ in the low complexity low density airspace and I think one of the issues, especially you know where we've been finding is that trying to put it in busy airspace is normally relatively easier because there's more aircraft that are actually do have electronic conspicuity, when you go to the quieter parts of the country where it is low complex low density people, don't buy, you see, because actually the likelihood of bumping into someone else is considerably reduced, so I do think that will be a potential challenge that you'll have when you when you go forward."
30,Commercial Drone Operator 1,2021-08-03 10:04:00,Question from our end: why does the airspace have to go up to 2000ft. why can't it just be up to 500ft or 1000ft AGL. takes up a lot less airspace for GA and makes the brick wall in the sky that was mentioned by the community more of a speed bump for them
146,Prof. Jim Scanlan,2021-08-03 10:04:23," I agree, and that's why we're putting a lot of effort into talking to other air space users to unpick that one and, and I agree.  Actually, in complex air space so our operations that Lee on Solent were absolute eye opener when we were operating last March, the air space was very, very busy, and I don't, if you remember, but the CAA had just allowed GA Pilots to you know load like Homings and Continentals and just you know do a short flight to for the sake of the health of the engine."
147,Prof. Jim Scanlan,2021-08-03 10:04:58," So, Lee on Solent had lots of aircraft in the circuit, we have had Helimed we had military aircraft going ahead overhead we had commercial Britain and Ireland is flying in and out. And it just worked fine because essentially it was controlled airspace and they just treated us like another airplane."
32,Participant,2021-08-03 10:05:00,"Having an FPV camera while flying BVLOS, or using an EO based collision avoidance system, whilst not reliable, it would provide a form of mitigation in the case of non-compliance or EC failure"
31,Drone R&D - Academic 9,2021-08-03 10:05:00,comment above. Linking the change requirements to benefits is critical to get user buy-in and to get the government to get behind the mandate that we seem to agree on.
148,Prof. Jim Scanlan,2021-08-03 10:05:20," So, look, I agree. People flying in in low complexity airspace may not be keen on transponders that's an issue, yes, I agree."
149,Drone Service Provider 8,2021-08-03 10:05:32," I am  just quick question did you get a view from the GA whether they prefer to TDAs or TMZs because ultimately we're providing restriction of them flying where they want to when they want to and stuff like that and I think we all know, GA sometimes get a little bit frustrated even having to put a radio on board their aircraft let alone any other additional equipment, because it all comes down to a cost and it's restricting their freedom of access to air space, I’d be really interested in whether there have been any discussions around whether they prefer a TMZ over and above a TDA because they're both actually have their negatives on GA operations."
34,Drone Industry Body/Association 1,2021-08-03 10:06:00,"I think that’s an interesting comment, I guess some larger drones are more efficient and cost/benefit for making the business healthcare/logistics case work might mean they have to cruise at higher levels and interact with SID and STARS from known airfields."
33,Commercial Drone Operator 1,2021-08-03 10:06:00,"Not all UAV operations are feasible at 500 or 1000 ft AGL. (terrain, RLOS, ground risk...)"
150,Prof. Jim Scanlan,2021-08-03 10:06:23," it's a very interesting question and, yes, we did raise that directly and on the previous workshop we had all you know the great and good of GA  on the call and a TDA is it's like a No Entry sign so irrespective of the equipment fit on your aircraft you can't enter. Unless there's some kind of crossing service. So the preference was for TMZs but, of course There will be the odd pilot and, in fact, the editor of one of the magazine said I fly a cub that doesn't have an electrical systems in it, so I can't comply So yes, there are issues and, but I think on balance, the majority would prefer a TMZ, which they can enter with certain conditions, to a brick wall which is a TDA."
151,Facilitator,2021-08-03 10:07:16,  please go ahead.
152,EC Equipment Manufacturer,2021-08-03 10:07:27," yeah I might seek advice on this from the CAA on this, but there is work ongoing that I’m aware of that will change the definition of a TMZ and from what axiomatically sounds like you have to have a full up 1030 1090 transponder at a cost of a couple of thousand pounds, that is what will get the GA Community aggravated but it's been looked at, I do believe that the ACP proposal can nominate what will be the minimum form of compliance for to zed and that could be something as simple as a CAP 1391 device which can be procured for 500 pounds and less with a rebate and it's those kind of rebates that will make the difference to get the GA community to spend a small amount of money that makes them conspicuous which is in fact technically good enough to achieve the aims of the TMZ now I don't know that's going any further, but I would propose that it should that the ACP propose it demonstrates and proposes, what is the minimum form of compliance for a TMZ, and it doesn't have to be a full 1090 transponder."
35,EC Equipment Manufacturer,2021-08-03 10:08:00,Spectrum congestion on 1090Mhz can be overcome by putting Drone EC onto UAT (978Mhz) and utilising TIS-B to rebroadcast between the two networks (as in USA)
153,Prof. Jim Scanlan,2021-08-03 10:08:30, agreed agreed.
154,Regulatory Body 2,2021-08-03 10:08:44," yeah just to kind of pick up a  point, it is a policy that we're looking at the issue with the previous one, was actually was based around the Charlie information and how that's how that's provided a lot of the kind of the other devices, you know it's a GPS height and stuff like that so it's it's changing the policy to enable that and actually just to pick up the point on the ACP, I think that already exists, the Farnborough air space change allows for alternative electronic conspicuity to be used as its as it's proven at the moment, it is just still you know mode Three Alpha and Three Alpha Charlie and Sierra, but it does allow for others going forward as Farnborough enables it or it's enabled state-wide."
36,Drone R&D - Commercial 6,2021-08-03 10:09:00,The key here is 'not mandated'.
155,Facilitator,2021-08-03 10:09:24," Okay, so I’m just going to point out that we're reaching about the halfway mark so we'll take a short break before very long before you returned to do some group exercises just to record the quite the responses of everybody who's on the call and before we do that, however, we just cover a few of the questions that can come up in the chat and then we'll still have some chance to further as discussion when we return from the break."
156,Facilitator,2021-08-03 10:09:49," So, I’ll just move on to one of the potential issues that have been pointed out, around the topic of electronic conspicuity."
157,Facilitator,2021-08-03 10:09:58," Which is how do we cope with the issue of noncompliance interlopers when relying on a preference for electronic conspicuously without being able to ensure that everybody is complying with EC, how can we account for those potential issues?"
37,Drone R&D - Commercial 1,2021-08-03 10:10:00,"Totally agree with Jon, we need an alternative extra mitigation"
38,Drone R&D - Commercial 6,2021-08-03 10:10:00,We will happily fit them when they are cheap enough and good enough... currently this is not a 'solved problem' and cannot be part of this proposal. I agree entirely they might be a useful last ditch safety feature.
39,Participant,2021-08-03 10:10:00,I'd say that a TDA is more likely to be infringed due to people not expecting it. A TMZ can be permanent so risk is lower from a human factors perspective
158,Prof. Jim Scanlan,2021-08-03 10:10:05," Well, and it's on a par with a GA pilot flying you know unauthorized you're flying into controlled airspace it's the same issue."
159,Prof. Jim Scanlan,2021-08-03 10:10:38, And it happens we'll have to accept that it will happen occasionally.
160,Regulatory Body 2,2021-08-03 10:10:40," yeah, we actually have a process it's called CAP 1404 for dealing with that that kind of infringement."
161,Facilitator,2021-08-03 10:10:49," Okay we've got a few comments, which are also centering on I think a common point which has been made around, how do we ensure the compliance with an electronic conspicuity so without a mandate from the EU or UK level, people are saying they can't see how there will be wide enough compliance adoption of electronic conspicuity to make that a viable route forwards."
162,Facilitator,2021-08-03 10:11:08," So, is there anything to mention on that point of how we ensure compliance to electronic conspicuity it to make this a viable option?"
163,Prof. Jim Scanlan,2021-08-03 10:11:22," Well. I just make a point you know I’m a member of flying clubs Thruxton and Popham, and so I mix with a lot of GA pilots, the vast majority, except that transponders are a good idea they're prepared to fit them and it just means you're flying more safely."
164,Prof. Jim Scanlan,2021-08-03 10:11:33," And I think the writings on the wall, I think I think actually we're going to have to force air space users generally to fit EC."
165,Prof. Jim Scanlan,2021-08-03 10:11:51, simple as that.
166,Prof. Jim Scanlan,2021-08-03 10:12:03, Unless anyone like to…
167,Drone Service Provider 5,2021-08-03 10:12:08," Could I add a point it's not quite good enough to hang on to cap 1404 just as a rule doesn't mean people don't break it whether inadvertently or intentionally, responsible operators will have to have some form of collision avoidance, I mean we have to have a method at the moment for TDA interlopers and that's the reason that you know some of the TDA processes and procedures are difficult to get approved."
168,Drone Service Provider 5,2021-08-03 10:12:37," So, interlopers will be there the that fact that there's a CAP to say that they shouldn't be isn't going to be a good enough mitigator or if we do swap paint with an interloper."
169,Drone Service Provider 5,2021-08-03 10:12:43," So whilst EC  is a great idea and, of course, will be mandated perhaps unmandated electro optical systems that responsible operators can then fit we don't have to avoid an airprox with an interloper, we have to avoid a collision."
40,Commercial Drone Operator 20,2021-08-03 10:13:00,"May have been discussed on the GA chat but worth thinking about the Paraglider and Paramotor community due to often carrying less tech. Perhaps not initially for the proposed Class Lima but as this scales up going forward as many would not carry devices for monitoring airspace unless perhaps flying cross country. I fly Paramotors myself and made the decision to use an ADS-B (especially due to the 50% CAA rebate) as we fly from a local gliding club but note the fact that it is currently not compulsory. I also feel that perhaps it should be. My main thing is, I want to be seen when in the sky and keep safe but would also want to be able to see drones as their use increases especially during those times when my flight height is reduced so a possible air incursion could occur."
170,Drone Service Provider 5,2021-08-03 10:13:03," And so, a final last-ditch collision avoidance manoeuvre through an electro optical sensor is perhaps what responsible operators should fit."
171,Drone Service Provider 5,2021-08-03 10:13:09," And remember, yes electro optical sensors are, they have a lot of problems with false positives and but those false positives drop off a cliff when you get to you know, a large growth of large pixel growth in a camera and then you've got the last ditch manoeuvre to do the avoidance so whilst I hear that there's a CAP 1404 if we don't have to avoid interlopers, then why do we have to worry about it in TDAs."
172,Prof. Jim Scanlan,2021-08-03 10:13:49," I will respond to that, if I may,"
173,Facilitator,2021-08-03 10:13:51, You reconnect or.
174,Prof. Jim Scanlan,2021-08-03 10:13:55," Sorry, I didn't hear what you said."
175,Prof. Jim Scanlan,2021-08-03 10:14:00, Facilitator go.
176,Prof. Tom Cherrett,2021-08-03 10:14:06, go for it
177,Prof. Jim Scanlan,2021-08-03 10:14:07, So we operated in a very TDA off the Scilly Isles and if a GA pilot not carrying any transponders assuming and there was patchy primary radar coverage for this TDA if they flew into the TDA without EC we wouldn't have even known about it.
178,Drone Service Provider 5,2021-08-03 10:14:34," Exactly, and so they would need to be some form of electrical optical last-ditch collision avoidance."
179,Prof. Jim Scanlan,2021-08-03 10:14:38," No, no you're missing my point, so we've already had a TDA you're saying we have to prevent interlopers into TDAs"
180,Drone Service Provider 5,2021-08-03 10:14:54,"] So I’m not suggesting that at all interlopers will perhaps always flying to them, we have to avoid them when they are in, we will always have interlopers will always have the human element and so to say that EC is the only solution might not be capturing all of the all of the risks, so I wouldn't say that an electro optical system should be mandated but responsible operators should perhaps consider the fitment of an electro optical last ditch  collision avoidance system that picks up those insights because you can be sure that even with a CAP 1404 then the general public perception if there was to be a swapping of paint between a drone and an interloper it will be the drones fall in the public side at this stage of the industry."
181,Facilitator,2021-08-03 10:15:45, I think we've got a comment from  if you feed him.
182,Government Funding Agency,2021-08-03 10:15:48, yeah so presumably where you are talking about the CAP that exists to do with noncompliance in controlled airspace there you've actually got somebody who is they're controlling their space and we'll see if something is happening that they need to respond to.
183,Government Funding Agency,2021-08-03 10:15:55," I guess the difficulty with you know we say what you're saying Jim is the main with TDAs, as you can have an interloper not know they're there. The thing with a TDA, as you start getting into statistics numbers, presumably because the thing with the TDA is but it's temporary if we're trying to open up TMZs the amount of exposure we suddenly then have to interlopers is presumably greater than a time limited TDA would be so if we're saying will permanently you know you can you can come into this this TMZ if you've got the right equipment on."
184,Government Funding Agency,2021-08-03 10:16:33," It then you're setting up something and in terms of actual numbers and risk your risk starts to increase presumably so is that you know, whilst we already potentially have a condition that could be unsafe and less as  says you start putting other equipment on to take avoiding action.  Then what we don't want to do is enable an increase in unsafe conditions, which surely go from the TDA to TMZ."
185,Government Funding Agency,2021-08-03 10:16:58," Are we just talking about rates and times and statistical difference in risk, so we have to be more cognizant of it being a risk than in a TDA maybe I don't have  comment on something that."
41,EC Equipment Manufacturer,2021-08-03 10:17:00,A key part of BLOS will be Detect and Avoid - the Paramotor is protecting himself by transmitting ADS-B on 1090MHz - the drone with a dual band receiver will detect the Parameter and algorithms can ensure it avoids.  Mandatory EC for drones is a key part of BVLOS
186,Regulatory Body 2,2021-08-03 10:17:08," I’m yeah I’m not I’m not sure that it does increase the risk, I mean, on average, we get about 200 airspace Infringers a year and it's not all controlled airspace, it can be dangerous without additional surveillance and stuff like that it's seen by other pilots reporting its seen by people on the ground reporting it so. But yeah, I agree with john's point about you know CAP 1404 is dealing with those Infringers and you know I suppose the flip side to if you make lots of these areas TMZs and it became more of a you know it's known as a TMZ and more people are using it as a TMZ and they're potentially operating in accordance with that.  It becomes you know the theory is that it could actually reduce those because people are becoming habitualised to the fact that the air space is that way now."
187,Regulatory Body 2,2021-08-03 10:18:17," But to pick up on  point yeah I mean he keeps going on about the EO side of things, obviously the idea for a lot of the uncrewed stuff is to have a detect and avoid system.  Electronic conspicuity is probably the biggest part of enabling that that detect that avoid.  But to get closer to the see and avoid, which is what we what we rely on from the crude aircraft flying in class G. Then, yes you've got the mark one eyeball but you've also got to remember that and it's been proven that the mark one eyeball is only good 39 to 51% of the time, and if you can look at the UK Airprox Board’s annual summary you'll see that the amount of near misses that happened the mark one eyeball didn't work for the majority of the time and similar as EC doesn't always work, because the individual hasn't used it correctly, but we are actually seeing greater improvements by the use of EC."
42,Drone Industry Body/Association 1,2021-08-03 10:19:00,I wonder if that affects the give way to -  rules of the air concepts
188,Regulatory Body 2,2021-08-03 10:19:12," So yeah, I haven't actually kind of answered  question, but I think I’ve just added the extra bits that kind of sit around the outside of it so yes, we need to kind of enable it detect and avoid and we need to look at the risk of those that potentially are not equipped or equipment failure, which is, which is something that also occurs and it occurs in all air space, you know a lot of controlled airspace, especially commercial relies on T cass."
189,Regulatory Body 2,2021-08-03 10:19:38," You know, but if you lose your electronic computer your Mode S, T cass is only going to work with one aircraft, so you know it's that layered approach, so if you lose one thing what's the other aircraft going to do in that situation, and does he have enough layers that if you if there is another aircraft in there that's not squawking is not using X y&z does the other aircraft on its own, have enough layers to minimize the potential of a mid-air collision."
190,Drone Service Provider 5,2021-08-03 10:19:59," In  is  again I think we're all on the same side, I think we all agree."
191,Drone Service Provider 5,2021-08-03 10:20:17," That you know we there has been a bit of an overly simplistic view of electronic conspicuity being the panacea, and it certainly isn't yet it might be later, and also as those low level operators amongst us know."
192,Drone Service Provider 5,2021-08-03 10:20:30," And yes, whilst the aircraft can be giving its position, some of the military aircraft won't be doing that and we are going to be playing in the same area and same airspace with  high crossing rates and collision angles, so I think that, yes, the EC is to avoid an air prox but the electro optical or whatever method is required is needed to avoid the collision and we only have to avoid the collision by a short distance to have done the job, so I don't think we need to worry about electro optical making us give separation distances it's just you know one inch should be enough to avoid swapping paint."
43,Commercial Drone Operator 23,2021-08-03 10:21:00,None of the current EC devices on the market are capable of being incorporated on the current generation of drones in the retail/commercial space. Unless this tech comes built into the drone and it is automatically active we will never achieve the levels of mitigation required to the required safety levels. Happy to be proven wrong there however? Is the tech small enough and low enough powered to be fitted onto let’s say a sub 250g drone without massively negatively affecting range and/or battery life?
193,Prof. Jim Scanlan,2021-08-03 10:21:06," So can I can I respond to that, I must admit we've done a lot of work on electro optical systems, and in fact radar systems and we've got collaboration with Birmingham university using a small size weight and power device and EO and we've talked extensively with perhaps the world leaders so iris automation and states and is patchy in its capability, so it wasn't the certain weather conditions it won't work in."
194,Prof. Jim Scanlan,2021-08-03 10:21:29," It perhaps won't work at night, which is when we probably would like to run commercial operations, because there would be even fewer aircraft in an area, particularly GA aircraft."
195,Prof. Jim Scanlan,2021-08-03 10:22:01," And it also becomes a single point of failure So what do you do if it's not working, does that mean you stop your operations."
196,Prof. Jim Scanlan,2021-08-03 10:22:06," I I haven't seen an EO that would meet my specification yet is aware, one I’d be delighted to hear more."
197,Drone Service Provider 5,2021-08-03 10:22:17, But it doesn't have to it just has to be an extra layer you know.
198,Drone Service Provider 5,2021-08-03 10:22:26," There is no one solution that's going to be 100% as we're talking about we layer up the defences we put those pieces of Swiss cheese, the more we've got the less chance of an accident, getting through, and so you know, there are."
